X,Y,OBJECTID_12_13,Plant_ID,Plant_Alias,Plant_Label,MW,Gross_MWh,Net_MWh,General_Fuel,Status,STEP_License_Status,Gen_Count,Initial_Start_Date,Online_Year,Retire_Date,Docket_ID,CEC_Sited_Flag,STEP_Project_Type,REAT_ID,WREGIS_ID,County,State_,Peaker,Renewable_Energy,CEC_Jurisdictional_Plant,CEC_Data_Source,Wind_Resource,LRA,Sub_Area,Service_Area,Service_Category,Caliso_Balancing_Authorities,Air_District,Air_Basin,Quad,Senate_District,Assembly_District,Congressional_District,CES30_PercentileRange,CES30_Percentile,Website,CEC_Link,Aerial,C_Comments,Longitude,Latitude,Elevation,Operation_Job,Property_Tax,Capacity_Factor,Income_Percent,Project_Location,Creator,Creator_Date,Last_Editor,Last_Editor_Date,GlobalID
-118.707106352959769,36.163080609419218,2047,H0523,"Lower Tule, Tule PH (PG&E)",Tule,8.5,0.020000,0,Hydro,Operating,,2,1914-01-01T00:00:00.000Z,1914,,,N,,E-9,,Tulare,CA,0,1,0,QFER,,Big Creek / Ventura,Vestal,Southern California Edison,IOU,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Camp Wishon,Senate District 16,Assembly District 26,Congressional District 23,40-45%,44,,,"<a href="""">Google Earth</a>",,-118.70710635,36.16308061,747.462602,,,0,88,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,9c8fae2a-c221-4601-8f29-fabdcd84c1b6
-118.707883934626523,35.883459113002097,2048,H0127,Deer Creek,Daniel M. Bates,0.35,,,Hydro,Operating,,,,,,,N,,E-9,,Tulare,CA,,1,0,,,Big Creek / Ventura,Vestal,Southern California Edison,IOU,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,California Hot Springs,Senate District 16,Assembly District 26,Congressional District 23,40-45%,44,,,"<a href="""">Google Earth</a>",,-118.70788393,35.88345911,743.269374,,,,88,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,602dd35a-fa07-42c0-a276-593de79fa087
-119.051335535623735,36.082744100736143,2049,G0367, ,Monache HS,0.06,,,Gas,Operating,,,,,,,N,,E-9,,Tulare,CA,,0,0,,,Big Creek / Ventura,Vestal,Southern California Edison,IOU,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Porterville,Senate District 14,Assembly District 26,Congressional District 23,70-75%,72,,,"<a href=""https://earth.google.com/web/@36.0847,-119.052325,129.85041762a,834.2032939d,35y,0h,45t,0r/data=CjoaOBIyCgAZUPwYc9cKQkAh2PD0SlnDXcAqHDM2wrAwNScwNC45Ik4gMTE5wrAwMycwOC40IlcYAiABKAI"">Google Earth</a>",,-119.05133554,36.0827441,130.378180,,,,91,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,ed5cd931-c2e9-4674-b2ee-ede503f21345
-119.028892051886999,36.06485414664612,2050,G0459, ,Porterville HS,0.06,,,Gas,Operating,,,,,,,N,,E-9,,Tulare,CA,,0,0,,,Big Creek / Ventura,Vestal,Southern California Edison,IOU,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Porterville,Senate District 14,Assembly District 26,Congressional District 23,80-85%,82,,,"<a href=""https://earth.google.com/web/@36.0666467,-119.0311097,136.98515176a,834.41373551d,35y,0h,45t,0r/data=CjoaOBIyCgAZc3EK4YcIQkAhpwWKs_3BXcAqHDM2wrAwMyc1OS45Ik4gMTE5wrAwMSc1Mi4wIlcYAiABKAI"">Google Earth</a>",,-119.02889205,36.06485415,136.885725,,,,41,Low Income and Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,f00e30fa-414c-4227-b1e2-04f61c0804d8
-119.027434818122558,36.050405465530332,2051,G0460, ,Porterville Inn,0.06,,,Gas,Operating,,,,,,,N,,E-9,,Tulare,CA,,0,0,,,Big Creek / Ventura,Vestal,Southern California Edison,IOU,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Porterville,Senate District 14,Assembly District 26,Congressional District 23,90-95%,90,,,"<a href=""https://earth.google.com/web/@36.0495089,-119.0307611,139.8097593a,834.61280993d,35y,0h,45t,0r/data=CjoaOBIyCgAZMy7BTlYGQkAhS59n_ffBXcAqHDM2wrAwMic1OC4yIk4gMTE5wrAwMSc1MC43IlcYAiABKAI"">Google Earth</a>",,-119.02743482,36.05040547,137.477389,,,,40,Low Income and Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,f2511ffd-7b99-4c9a-9df2-15f5938267fe
-119.039683463990272,36.102785389533679,2052,S0151, ,Porterville Solar,3.5,6781,6715,Solar,Operating,,1,2014-01-13T00:00:00.000Z,2014,,,N,,E-9,,Tulare,CA,0,1,0,,,Big Creek / Ventura,Vestal,Southern California Edison,IOU,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Porterville,Senate District 14,Assembly District 26,Congressional District 23,70-75%,72,,,"<a href="""">Google Earth</a>",,-119.03968346,36.10278539,133.968750,,,0.218417,91,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,a3472e36-e4ae-4c2a-b651-67a5a670408e
-119.073911267455486,36.02858994077409,2053,S0201,SPVP042 - Porterville (Vestal),SPVP042 Porterville (Vestal),6.77,7420,7420,Solar,Operating,,1,2010-12-28T00:00:00.000Z,2010,,,N,,E-9,,Tulare,CA,0,1,0,QFER,,Big Creek / Ventura,Vestal,Southern California Edison,IOU,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Porterville,Senate District 14,Assembly District 26,Congressional District 23,95-100% (highest scores),95,,,"<a href="""">Google Earth</a>",,-119.07391127,36.02858994,130.669737,,,0.124774,56,Low Income and Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,dcbd52b6-4082-480b-92b6-1ac1d4a4ef7f
-119.036776348318398,36.098826248741076,2054,S0518,,Sequoia PV3,3,5794,5794,Solar,Operating,,1,2014-08-01T00:00:00.000Z,2014,,,N,,E-9,,Tulare,CA,0,1,0,QFER,,Big Creek / Ventura,Vestal,Southern California Edison,IOU,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Porterville,Senate District 14,Assembly District 26,Congressional District 23,70-75%,72,,,"<a href="""">Google Earth</a>",,-119.03677635,36.09882625,137.344162,,,0.219869,91,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,9c29ed5b-cc46-401e-8175-2635ac4eded2
-119.039956151025848,36.103722454842611,2055,S9325,,ImModo California 1 LLC_(East Orosi 1),1.5,1971,1971,Solar,Operating,,1,2013-12-31T00:00:00.000Z,2013,,,N,,E-9,,Tulare,CA,0,1,0,QFER,,Big Creek / Ventura,Vestal,Southern California Edison,IOU,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Porterville,Senate District 14,Assembly District 26,Congressional District 23,70-75%,72,,,"<a href="""">Google Earth</a>",,-119.03995615,36.10372245,134.119436,,,0.149590,91,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,a3c54f65-d0c2-4d2c-be41-54f8755ce927
-119.038802174890378,36.101624624467533,2056,S9326,,ImModo California 1 LLC_(East Orosi 2),1.5,1971,1971,Solar,Operating,,1,2013-12-31T00:00:00.000Z,2013,,,N,,E-9,,Tulare,CA,0,1,0,QFER,,Big Creek / Ventura,Vestal,Southern California Edison,IOU,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Porterville,Senate District 14,Assembly District 26,Congressional District 23,70-75%,72,,,"<a href="""">Google Earth</a>",,-119.03880217,36.10162462,135.900307,,,0.149590,91,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,f520367b-d0fc-4bed-aadc-1a5c05c69454
-119.03735970517296,36.099738648040507,2057,S9327,,ImModo California 1 LLC_(East Orosi 3),1.5,1971,1971,Solar,Operating,,1,2013-12-31T00:00:00.000Z,2013,,,N,,E-9,,Tulare,CA,0,1,0,QFER,,Big Creek / Ventura,Vestal,Southern California Edison,IOU,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Porterville,Senate District 14,Assembly District 26,Congressional District 23,70-75%,72,,,"<a href="""">Google Earth</a>",,-119.03735971,36.09973865,138.801364,,,0.149590,91,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,fd6963d1-0127-4328-9866-65f8a6881bb9
-118.924080694177789,36.058579419004467,2058,H0503, ,Tulare Success,1.4,24,24,Hydro,Operating,,1,1991-02-01T00:00:00.000Z,1991,,,N,,E-9,,Tulare,CA,0,1,0,QFER,,Big Creek / Ventura,Vestal,Southern California Edison,IOU,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Success Dam,Senate District 14,Assembly District 26,Congressional District 23,80-85%,81,,,"<a href="""">Google Earth</a>",,-118.92408069,36.05857942,169.943604,,,0.001952,64,Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,898c9c15-3605-4b20-b421-fa2e6e3c5705
-119.006972792472311,36.415442749623921,2059,H0262,"Terminus Dam, Kaweah River Power Authority - Terminus",Terminus,20,28382.070000,27619,Hydro,Operating,,1,1990-03-16T00:00:00.000Z,1990,,,N,,E-9,,Tulare,CA,0,1,0,QFER,,Big Creek / Ventura,Rector,Southern California Edison,IOU,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Woodlake,Senate District 8,Assembly District 23,Congressional District 23,45-50%,45,,,"<a href="""">Google Earth</a>",,-119.00697279,36.41544275,165.648421,,,0.157212,95,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,d7e55c98-83f0-48ac-b472-6c34eecebb83
-118.879818850897607,36.461572605801145,2060,H0260,Kaweah PH 2,Kaweah 2,1.8,6046,6046,Hydro,Operating,,1,1929-09-01T00:00:00.000Z,1929,,,N,,E-9,,Tulare,CA,0,1,0,QFER,,Big Creek / Ventura,Rector,Southern California Edison,IOU,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Kaweah,Senate District 8,Assembly District 23,Congressional District 23,45-50%,45,,,"<a href="""">Google Earth</a>",,-118.87981885,36.46157261,300.301431,,,0.382387,95,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,54edb21f-97a0-45c6-aa95-987b4a8b5773
-118.92148607106968,36.415713304860851,2061,S0385,,"Marinos Ventures
",0.33,,,Solar,Operating,,1,2000-01-01T00:00:00.000Z,2000,,,N,,E-9,,Tulare,CA,0,1,0,QFER,,Big Creek / Ventura,Rector,Southern California Edison,IOU,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Kaweah,Senate District 8,Assembly District 23,Congressional District 23,45-50%,45,,,"<a href="""">Google Earth</a>",,-118.92148607,36.4157133,251.680223,,,,95,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,5c0cb69b-4e22-4ac3-b242-37ddbdb9eac1
-118.835440078434814,36.486056108264819,2062,H0261,Kaweah PH 3,Kaweah 3,4.8,11794,11794,Hydro,Operating,,1,1913-05-01T00:00:00.000Z,1913,,,N,,E-9,,Tulare,CA,0,1,0,QFER,,Big Creek / Ventura,Rector,Southern California Edison,IOU,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Case Mountain,Senate District 8,Assembly District 23,Congressional District 23,45-50%,45,,,"<a href="""">Google Earth</a>",,-118.83544008,36.48605611,424.294104,,,0.279723,95,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,51cd376a-4251-4adc-a622-ee8b51d0049d
-118.861935698294019,36.465260861995752,2063,H0259,Kaweah PH 1,Kaweah 1,1,4464,4464,Hydro,Operating,,1,1990-05-01T00:00:00.000Z,1990,,,N,,E-9,,Tulare,CA,0,1,0,QFER,,Big Creek / Ventura,Rector,Southern California Edison,IOU,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Case Mountain,Senate District 8,Assembly District 23,Congressional District 23,45-50%,45,,,"<a href="""">Google Earth</a>",,-118.8619357,36.46526086,340.932000,,,0.508197,95,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,4c3bf7c3-1b85-48cf-b0a8-e25b52ddbda5
-119.40078921839482,36.35446697772791,2064,S0222,"RE-VFO; RE North Face",RE North Face,1,1133.460000,1033,Solar,Operating,,1,2009-04-01T00:00:00.000Z,2009,,,N,,E-9,,Tulare,CA,0,1,0,QFER,,Big Creek / Ventura,Rector,Eastside Power Authority,,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Goshen,Senate District 16,Assembly District 26,Congressional District 22,85-90%,90,,,"<a href="""">Google Earth</a>",,-119.40078922,36.35446698,89.008684,,,0.117600,58,Low Income and Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,309396da-b3f5-422c-9bdc-b8fa411e223f
-119.255500873506065,36.345074431370669,2065,G0659, ,Golden West HS,0.06,,,Gas,Operating,,,,,,,N,,E-9,,Tulare,CA,,0,0,,,Big Creek / Ventura,Rector,Eastside Power Authority,,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Visalia,Senate District 16,Assembly District 26,Congressional District 22,60-65%,64,,,"<a href="""">Google Earth</a>",,-119.25550087,36.34507443,106.561350,,,,87,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,6c39d67f-8545-4035-9478-1113b6cda8c8
-119.296382711227395,36.328021480587346,2066,G0288,,Kaweah Hosp.,0,,,Gas,Operating,,1,2000-01-01T00:00:00.000Z,2000,2000-12-31T00:00:00.000Z,,N,,E-9,,Tulare,CA,0,0,0,QFER,,Big Creek / Ventura,Rector,Eastside Power Authority,,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Visalia,Senate District 16,Assembly District 26,Congressional District 22,75-80%,79,,,"<a href=""https://earth.google.com/web/@36.3280214,-119.2928867,107.01402474a,831.35750067d,35y,0h,45t,0r/data=CjoaOBIyCgAZrrHwmvwpQkAhvHvbp77SXcAqHDM2wrAxOSc0MC45Ik4gMTE5wrAxNyczNC40IlcYAiABKAI"">Google Earth</a>",,-119.29638271,36.32802148,99.949359,,,,28,Low Income and Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,8906a8c2-a744-4af0-a8ec-3490cfd0366a
-119.338016745163273,36.200354155288288,2067,E0183, ,Lindsay Olive,2.2,,,Biomass,Non-Operational,,,,,,,N,,E-9,,Tulare,CA,,1,0,,,Big Creek / Ventura,Vestal,Eastside Power Authority,,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Tulare,Senate District 16,Assembly District 26,Congressional District 22,90-95%,95,,,"<a href=""https://earth.google.com/web/@36.1917389,-119.3333194,95.98281957a,832.95219937d,35y,0h,45t,0r/data=CjoaOBIyCgAZfW945ooYQkAh1IfkGlXVXcAqHDM2wrAxMSczMC4zIk4gMTE5wrAxOSc2MC4wIlcYAiABKAI"">Google Earth</a>",,-119.33801675,36.20035416,87.699791,,,,45,Low Income and Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,d9192780-2b27-47c4-bbe1-abfd2719dd20
-119.353107136422381,36.179753571981898,2068,E0023, ,City of Tulare,0.405,,,MSW,Non-Operational,,,,,,,N,,E-9,,Tulare,CA,,1,0,,,Big Creek / Ventura,Vestal,Eastside Power Authority,,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Tulare,Senate District 16,Assembly District 26,Congressional District 22,85-90%,86,,,"<a href=""https://earth.google.com/web/@33.8058222,-116.497725,112.35717083a,860.11583935d,35y,0h,45t,0r/data=CjoaOBIyCgAZBbKNLiXnQEAhs1n1udofXcAqHDMzwrA0OCcyMS4wIk4gMTE2wrAyOSc1MS44IlcYAiABKAI"">Google Earth</a>",,-119.35310714,36.17975357,83.031878,,,,57,Low Income and Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,fe24a120-bd28-4533-83bd-76929015fdef
-119.260840577770068,36.153555381968815,2069,E0072, ,Royal Farms 1 & 2,0.075,,,Digester Gas,Non-Operational,,,,,,,N,,E-9,,Tulare,CA,,1,0,,,Big Creek / Ventura,Vestal,Eastside Power Authority,,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Tulare,Senate District 16,Assembly District 26,Congressional District 22,70-75%,74,,,"<a href=""https://earth.google.com/web/@36.1536456,-119.2608531,89.7713286a,833.39857729d,35y,0h,45t,0r/data=CjoaOBIyCgAZT5a1qKoTQkAh2mMz0bHQXcAqHDM2wrAwOScxMy4xIk4gMTE5wrAxNSczOS4xIlcYAiABKAI"">Google Earth</a>",,-119.26084058,36.15355538,90.500649,,,,116,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,564227cf-69d2-4236-bd95-b228721e56ff
-119.360215726520323,36.216276216902592,2070,G0618, ,Western HS,0.06,,,Gas,Operating,,,,,,,N,,E-9,,Tulare,CA,,0,0,,,Big Creek / Ventura,Vestal,Eastside Power Authority,,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Tulare,Senate District 16,Assembly District 26,Congressional District 22,65-70%,70,,,"<a href="""">Google Earth</a>",,-119.36021573,36.21627622,87.117129,,,,52,Low Income,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,53894c3c-aabd-48f8-af33-a1a78264e710
-119.239996732233834,36.238198357529065,2071,E0076, ,Sharp Ranch,0.075,,,Digester Gas,Non-Operational,,,,,,,N,,E-9,,Tulare,CA,,1,0,,,Big Creek / Ventura,Vestal,Eastside Power Authority,,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Cairns Corner,Senate District 16,Assembly District 26,Congressional District 22,70-75%,74,,,"<a href=""https://earth.google.com/web/@36.2381947,-119.2399956,98.31586237a,832.40920651d,35y,0h,45t,0r/data=CjoaOBIyCgAZT0r3KX0eQkAhxUuBFlzPXcAqHDM2wrAxNCcxNy41Ik4gMTE5wrAxNCcyNC4wIlcYAiABKAI"">Google Earth</a>",,-119.23999673,36.23819836,99.215750,,,,116,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,6a54d9ea-45ae-47ea-9391-df7d6ffc7e1b
-119.418530934214672,36.569806957591865,2072,E0033,"Dinuba Energy Inc.; Dinuba; Community Renewable Energy Services",Dinuba Energy,13,0.240000,0,Solar,Operating,,2,2003-07-01T00:00:00.000Z,2003,,,N,,E-8,,Tulare,CA,0,1,0,QFER,,Greater Fresno,Reedley,Pacific Gas & Electric Company,IOU,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Reedley,Senate District 14,Assembly District 26,Congressional District 22,75-80%,75,,,"<a href=""https://earth.google.com/web/@36.5698097,-119.4185283,337.92926987a,828.51614256d,35y,0h,45t,0r/data=CjoaOBIyCgAZxzg1hu9IQkAh1DzsKsnaXcAqHDM2wrAzNCcxMS4zIk4gMTE5wrAyNScwNi43IlcYAiABKAI"">Google Earth</a>",,-119.41853093,36.56980696,104.349827,,,0,72,Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,c31aa172-9dc9-4ee7-b693-1fe96def7ee2
-119.39829386155931,36.539864966736396,2073,S9000,,Ruiz Foods,1,1752,1752,Solar,Operating,,1,2012-01-01T00:00:00.000Z,2012,,,N,,E-8,,Tulare,CA,0,1,0,QFER,,Greater Fresno,Reedley,Pacific Gas & Electric Company,IOU,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Reedley,Senate District 14,Assembly District 26,Congressional District 22,85-90%,87,,,"<a href="""">Google Earth</a>",,-119.39829386,36.53986497,100.300647,,,0.199454,65,Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,35db94f6-d3e2-47d3-aa2c-287583ef7c9f
-119.426116399927764,36.538397493263801,2074,S9060,,City of Dinuba,1,1622,1622,Solar,Operating,,1,2012-01-01T00:00:00.000Z,2012,,,N,,E-8,,Tulare,CA,0,1,0,QFER,,Greater Fresno,Reedley,Pacific Gas & Electric Company,IOU,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Reedley,Senate District 14,Assembly District 26,Congressional District 22,75-80%,75,,,"<a href="""">Google Earth</a>",,-119.4261164,36.53839749,100.068823,,,0.184654,72,Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,19ec77a8-142c-40e2-833c-e0eddde269cc
-119.394507728396974,36.388444549762788,2075,E0101,,MM Tulare,1.8,0.010000,0,Landfill Gas,Operating,,1,1998-05-01T00:00:00.000Z,1998,,,N,,E-9,,Tulare,CA,0,1,0,QFER,,Big Creek / Ventura,Rector,Eastside Power Authority,,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Traver,Senate District 14,Assembly District 26,Congressional District 22,85-90%,90,,,"<a href=""https://earth.google.com/web/@36.388275,-119.3944806,93.09106493a,830.64985371d,35y,0h,45t,0r/data=CjoaOBIyCgAZXW3F_rIxQkAhA_qOKz_ZXcAqHDM2wrAyMycxNy44Ik4gMTE5wrAyMyc0MC4xIlcYAiABKAI"">Google Earth</a>",,-119.39450773,36.38844455,89.581321,,,0,58,Low Income and Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,50282f82-5f90-454f-8cda-a65b6d73a612
-119.255193881111111,36.387358104754966,2076,S0348,,Ivanhoe ,3.5,6583,6408,Solar,Operating,,1,2014-01-17T00:00:00.000Z,2014,,,N,,E-9,,Tulare,CA,0,1,0,QFER,,Big Creek / Ventura,Rector,Eastside Power Authority,,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Monson,Senate District 14,Assembly District 26,Congressional District 22,70-75%,70,,,"<a href="""">Google Earth</a>",,-119.25519388,36.3873581,104.821850,,,0.208431,54,Low Income,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,d0f00a99-f7de-4fdc-b796-82cb842c912b
-119.319252638391006,36.443965823515995,2077,G0619,Bob Wiley,Tulare Detention,0.55,,,Gas,Operating,,,,,,,N,,E-9,,Tulare,CA,,0,0,,,Greater Fresno,Reedley,Southern California Edison,IOU,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Monson,Senate District 14,Assembly District 26,Congressional District 22,85-90%,90,,,"<a href="""">Google Earth</a>",,-119.31925264,36.44396582,96.215854,,,,58,Low Income and Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,4a031f0f-21cc-4087-8bf2-81edb1596693
-119.21391337241468,36.318384389035373,2078,S0516,,Farmersville,4.5,13302,13302,Solar,Operating,,2,2014-03-27T00:00:00.000Z,2014,,,N,,E-9,,Tulare,CA,0,1,0,QFER,,Big Creek / Ventura,Rector,Eastside Power Authority,,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Exeter,Senate District 14,Assembly District 26,Congressional District 22,45-50%,49,,,"<a href="""">Google Earth</a>","Solar farm has two locations: 401 Terry Ave, Farmersville, CA 93223 and 6900 Inyo Ave, Tulare, CA 93274 (not mapped)",-119.21391337,36.31838439,110.870086,,,0.201913,77,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,4955485d-0a2e-4994-a1b1-c622ab287741
-119.232368568612372,36.148989543368245,2079,E0170,"Minnesota Methane, Cambrian Energy Woodville",Woodville Landfill,0.6,,,MSW,Operating,,,,,,,N,,E-9,,Tulare,CA,,1,0,,,Big Creek / Ventura,Vestal,Southern California Edison,IOU,CALISO,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Cairns Corner,Senate District 14,Assembly District 26,Congressional District 22,85-90%,86,,,"<a href=""https://earth.google.com/web/@36.1490028,-119.2323436,92.93399885a,833.45260021d,35y,0h,45t,0r/data=CjoaOBIyCgAZl4EUhhITQkAh1duwt97OXcAqHDM2wrAwOCc1Ni40Ik4gMTE5wrAxMyc1Ni40IlcYAiABKAI"">Google Earth</a>",,-119.23236857,36.14898954,94.462143,,,,59,Low Income and Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,ce3cb22d-3a07-4aa7-b62c-469b692691cd
-120.719087853593493,37.643387086750415,2081,H0599, ,Stone Drop,0.6,652,652,Hydro,Operating,,1,1984-04-01T00:00:00.000Z,1984,,,N,,D-7,,Stanislaus,CA,0,1,0,QFER,,,,Modesto Irrigation District,,BANC,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Paulsell,Senate District 8,Assembly District 12,Congressional District 10,65-70%,67,,,"<a href="""">Google Earth</a>",,-120.71908785,37.64338709,54.826191,,,0.123710,87,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,dc50351c-5b3c-431d-92fd-ebc909e4e207
-120.879215219515615,37.860674858689386,2082,H0489,"Woodward; South San Joaquin I.D",Woodward,2.85,2674,2674,Hydro,Operating,,1,1982-04-12T00:00:00.000Z,1982,,,N,,C-7,,Stanislaus,CA,0,1,0,QFER,,Stockton,Tesla-Bellota,Modesto Irrigation District,,BANC,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Escalon,Senate District 8,Assembly District 12,Congressional District 10,55-60%,55,,,"<a href="""">Google Earth</a>",,-120.87921522,37.86067486,53.780931,,,0.106813,114,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,f8b74dc7-6dd9-4443-824f-6464834f0374
-120.894951668757741,37.858014374629292,2083,S0120,Robert O. Schulz Solar Farm,Robert O. Schulz Solar Farm #1 and #2,1.37,2780,2780,Solar,Operating,,2,2009-05-01T00:00:00.000Z,2009,,,N,,C-7,,Stanislaus,CA,0,1,0,QFER,,Stockton,Tesla-Bellota,Modesto Irrigation District,,BANC,San Joaquin Valley Air Pollution Control District,San Joaquin Valley,Escalon,Senate District 8,Assembly District 12,Congressional District 10,55-60%,55,,,"<a href="""">Google Earth</a>",,-120.89495167,37.85801437,55.473996,,,0.231011,114,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,ae20f5ac-c226-4519-91b6-9014ec97191b
